"plan_id","totalpensionliability","netpensionliability","year"
1330,6.14856E+6,1.92827E+6,"2019"
1330,6.4173E+6,2.24946E+6,"2020"
1330,6.77338E+6,1.65654E+6,"2021"
1421,1.12073E+7,1.50871E+6,"2016"
1421,1.24661E+7,1.58928E+6,"2017"
1421,1.30013E+7,1.36499E+6,"2018"
1421,1.34357E+7,1.22076E+6,"2019"
1421,1.38492E+7,1.56346E+6,"2020"
1421,1.42795E+7,-1.41306E+6,"2021"
1427,1.31638E+6,679996,"2016"
1427,1.3618E+6,638290,"2017"
1427,1.44256E+6,748347,"2018"
1427,1.55355E+6,752675,"2019"
1427,1.60386E+6,734946,"2020"
1427,1.65056E+6,605089,"2021"
1428,443535,203710,"2016"
1428,449187,194655,"2017"
1428,479147,242447,"2018"
1428,503562,248102,"2019"
1428,504032,232164,"2020"
1428,504032,232164,"2021"
1443,1.86646E+6,677960,"2016"
1443,2.10012E+6,866938,"2017"
1443,2.18676E+6,893070,"2018"
1443,2.2407E+6,945236,"2019"
1443,2.31455E+6,936166,"2020"
1443,2.43385E+6,800105,"2021"
1447,1.27519E+7,5.3176E+6,"2016"
1447,1.3172E+7,4.91799E+6,"2017"
1447,1.36521E+7,4.8152E+6,"2018"
1447,1.39824E+7,4.81166E+6,"2019"
1447,1.54935E+7,6.39615E+6,"2020"
1447,1.59558E+7,4.43192E+6,"2021"
1449,321888,129958,"2016"
1449,344418,125140,"2017"
1449,355948,152004,"2018"
1449,370984,138195,"2019"
1449,413911,153981,"2020"
1449,426344,139081,"2021"
1453,4.94022E+7,2.54174E+7,"2016"
1453,4.74107E+7,2.1563E+7,"2017"
1453,4.67976E+7,1.9699E+7,"2018"
1453,4.61643E+7,1.83719E+7,"2019"
1453,4.66378E+7,1.92257E+7,"2020"
1453,4.69727E+7,1.34294E+7,"2021"
1455,8.57699E+7,5.90078E+7,"2016"
1455,7.73883E+7,4.8924E+7,"2017"
1455,7.28662E+7,4.33938E+7,"2018"
1455,7.10042E+7,4.11563E+7,"2019"
1455,6.7705E+7,3.86596E+7,"2020"
1455,6.93101E+7,3.36023E+7,"2021"
1457,1.01747E+8,7.90289E+7,"2016"
1457,9.07264E+7,6.76702E+7,"2017"
1457,8.67975E+7,6.38064E+7,"2018"
1457,8.42158E+7,6.15191E+7,"2019"
1457,8.75227E+7,6.59935E+7,"2020"
1457,7.46991E+7,4.8166E+7,"2021"
1468,212426,108222,"2016"
1468,220192,101324,"2017"
1468,235028,123603,"2018"
1468,262232,132430,"2019"
1468,268306,121133,"2020"
1469,1.9986E+7,6.15938E+6,"2016"
1469,2.00681E+7,5.26923E+6,"2017"
1469,2.13826E+7,6.17216E+6,"2018"
1469,2.19892E+7,6.48168E+6,"2019"
1469,2.21406E+7,7.44865E+6,"2020"
1469,2.30611E+7,5.24718E+6,"2021"
1473,1.87293E+7,7.19643E+6,"2016"
1473,2.36228E+7,1.11135E+7,"2017"
1473,2.48616E+7,1.18913E+7,"2018"
1473,2.1122E+7,7.5773E+6,"2019"
1473,3.32851E+7,2.02659E+7,"2020"
1473,2.3449E+7,7.08747E+6,"2021"
1474,1.72304E+8,1.60503E+7,"2016"
1474,1.77401E+8,9.39622E+6,"2017"
1474,1.83401E+8,3.22744E+6,"2018"
1474,1.89803E+8,7.0853E+6,"2019"
1474,1.94596E+8,2.64806E+7,"2020"
1474,2.2068E+8,99574,"2021"
1475,3.03477E+7,2.96079E+6,"2016"
1475,3.16705E+7,2.07265E+6,"2017"
1475,3.29144E+7,1.01076E+6,"2018"
1475,3.41281E+7,1.67706E+6,"2019"
1475,3.5309E+7,5.34494E+6,"2020"
1475,4.12368E+7,1.73628E+6,"2021"
1476,1.08577E+8,1.07104E+6,"2016"
1476,1.14708E+8,-760099,"2017"
1476,1.18107E+8,-1.80826E+6,"2018"
1476,1.19879E+8,-2.59801E+6,"2019"
1476,1.23243E+8,2.76327E+6,"2020"
1476,1.30819E+8,-1.7329E+7,"2021"
1477,7.00008E+7,2.63712E+7,"2016"
1477,7.33234E+7,2.32277E+7,"2017"
1477,7.32439E+7,1.87115E+7,"2018"
1477,7.33468E+7,1.53566E+7,"2019"
1477,7.5116E+7,1.5797E+7,"2020"
1477,7.84185E+7,71173,"2021"
1479,7.98391E+7,2.42968E+7,"2016"
1479,8.24215E+7,2.07663E+7,"2017"
1479,8.32998E+7,1.76377E+7,"2018"
1479,8.60346E+7,1.75059E+7,"2019"
1479,8.98849E+7,1.99875E+7,"2020"
1479,9.20783E+7,6.16758E+6,"2021"
1480,1.97115E+7,8.81174E+6,"2016"
1480,2.03846E+7,8.29473E+6,"2017"
1480,2.10738E+7,7.80673E+6,"2018"
1480,2.2477E+7,8.13941E+6,"2019"
1480,2.33024E+7,8.21586E+6,"2020"
1480,2.41022E+7,5.19361E+6,"2021"
1481,4.8007E+6,1.38426E+6,"2016"
1481,5.07334E+6,973768,"2017"
1481,5.17429E+6,501384,"2018"
1481,5.26607E+6,274234,"2019"
1481,5.46014E+6,277251,"2020"
1481,5.77606E+6,-1.26818E+6,"2021"
1482,4.55079E+7,1.20253E+7,"2016"
1482,4.66629E+7,1.12394E+7,"2017"
1482,4.83792E+7,1.04203E+7,"2018"
1482,4.909E+7,8.97054E+6,"2019"
1482,5.13175E+7,1.00245E+7,"2020"
1482,5.33099E+7,2.01596E+6,"2021"
1484,7.24599E+7,9.19103E+6,"2016"
1484,7.56399E+7,7.93444E+6,"2017"
1484,8.03828E+7,9.95609E+6,"2018"
1484,8.33264E+7,1.0367E+7,"2019"
1484,8.6164E+7,1.2082E+7,"2020"
1484,9.10736E+7,4.6826E+6,"2021"
1485,2.4882E+7,2.12234E+6,"2016"
1485,2.62307E+7,1.52772E+6,"2017"
1485,2.83546E+7,2.37234E+6,"2018"
1485,2.98669E+7,2.73092E+6,"2019"
1485,3.13721E+7,3.57343E+6,"2020"
1485,3.41805E+7,1.5336E+6,"2021"
1523,737823,262703,"2016"
1523,729845,210081,"2017"
1523,727056,175164,"2018"
1523,878328,319460,"2019"
1523,1.24419E+6,686151,"2020"
1523,806628,130298,"2021"
1536,3.39657E+6,981670,"2016"
1536,4.35437E+6,1.62654E+6,"2017"
1536,4.67558E+6,1.7054E+6,"2018"
1536,4.26934E+6,1.17261E+6,"2019"
1536,6.3798E+6,3.22545E+6,"2020"
1536,4.99154E+6,1.04182E+6,"2021"
1539,3.58939E+6,1.46506E+6,"2016"
1539,3.73402E+6,1.37353E+6,"2017"
1539,3.86352E+6,1.33286E+6,"2018"
1539,3.99342E+6,1.37725E+6,"2019"
1539,4.18104E+6,1.5305E+6,"2020"
1539,4.33606E+6,1.05366E+6,"2021"
1541,96540.6,8478.41,"2016"
1541,107504,7555.25,"2017"
1541,113841,16095.2,"2018"
1541,117376,8455.39,"2019"
1541,124726,6429.95,"2020"
1541,130922,-1212.88,"2021"
1554,2.00163E+7,6.3339E+6,"2016"
1554,2.11011E+7,6.13745E+6,"2017"
1554,2.21037E+7,8.16264E+6,"2018"
1554,2.23731E+7,6.73653E+6,"2019"
1554,2.32282E+7,6.81709E+6,"2020"
1554,2.50243E+7,6.24742E+6,"2021"
1555,9.9818E+7,2.2708E+7,"2016"
1555,1.02274E+8,1.5688E+7,"2017"
1555,1.08264E+8,2.7388E+7,"2018"
1555,1.10887E+8,1.9765E+7,"2019"
1555,1.12833E+8,1.4808E+7,"2020"
1555,1.1791E+8,8.7E+6,"2021"
1557,1.97707E+7,7.31908E+6,"2016"
1557,1.95884E+7,5.97478E+6,"2017"
1557,1.99977E+7,5.72718E+6,"2018"
1557,2.05273E+7,5.98318E+6,"2019"
1557,2.10338E+7,6.61421E+6,"2020"
1557,2.15298E+7,3.68971E+6,"2021"
1559,1.00756E+8,3.3473E+7,"2016"
1559,9.61264E+7,2.37552E+7,"2017"
1559,9.69041E+7,2.19878E+7,"2018"
1559,9.78409E+7,2.21144E+7,"2019"
1559,9.86723E+7,2.41964E+7,"2020"
1559,1.04591E+8,1.27859E+7,"2021"
1561,2.21582E+6,564447,"2016"
1561,2.26174E+6,521353,"2017"
1561,2.35969E+6,597493,"2018"
1561,2.97011E+6,1.2499E+6,"2019"
1561,3.8194E+6,2.24319E+6,"2020"
1561,2.54314E+6,620821,"2021"
1562,3.47747E+6,1.22171E+6,"2016"
1562,3.7672E+6,1.25772E+6,"2017"
1562,3.84554E+6,1.12565E+6,"2018"
1562,3.89205E+6,1.05667E+6,"2019"
1562,4.10306E+6,1.23191E+6,"2020"
1562,4.17938E+6,658566,"2021"
1564,2.35482E+6,153144,"2016"
1564,2.40307E+6,7692,"2017"
1564,2.51581E+6,-47635,"2018"
1564,2.61247E+6,-6384,"2019"
1564,2.73616E+6,114845,"2020"
1564,2.81024E+6,-479716,"2021"
1565,2.21932E+7,8.37914E+6,"2016"
1565,2.16254E+7,6.63541E+6,"2017"
1565,2.21965E+7,6.05138E+6,"2018"
1565,2.32699E+7,6.618E+6,"2019"
1565,2.59793E+7,9.49023E+6,"2020"
1565,2.66076E+7,5.10883E+6,"2021"
1567,9.42781E+6,992231,"2016"
1567,9.45464E+6,540663,"2017"
1567,9.55599E+6,195043,"2018"
1567,9.72633E+6,133188,"2019"
1567,1.06146E+7,892163,"2020"
1567,1.07256E+7,-1.34216E+6,"2021"
1576,650296,1173.14,"2016"
1576,677115,25018.5,"2017"
1576,711681,27908.4,"2018"
1576,745829,9667.66,"2019"
1576,807738,47309.5,"2020"
1576,847278,96838.8,"2021"
1580,7.70944E+7,1.50123E+7,"2016"
1580,7.98517E+7,1.348E+7,"2017"
1580,8.44761E+7,1.51486E+7,"2018"
1580,8.75012E+7,1.72975E+7,"2019"
1580,9.01427E+7,2.18234E+7,"2020"
1580,9.62978E+7,1.19665E+7,"2021"
1590,3.39146E+6,3.37404E+6,"2016"
1600,9.93889E+7,4.95568E+7,"2016"
1600,1.02544E+8,4.93884E+7,"2017"
1600,1.04369E+8,4.8005E+7,"2018"
1600,1.05516E+8,4.67826E+7,"2019"
1600,1.07796E+8,4.9239E+7,"2020"
1600,1.13024E+8,4.10567E+7,"2021"
1601,4.56482E+7,1.92603E+7,"2016"
1601,4.66968E+7,1.72917E+7,"2017"
1601,4.7768E+7,2.0831E+7,"2018"
1601,4.92743E+7,1.8178E+7,"2019"
1601,5.22538E+7,1.7226E+7,"2020"
1601,5.29365E+7,1.27055E+7,"2021"
1614,466230,343009,"2016"
1614,491781,354463,"2017"
1614,500430,369517,"2018"
1614,490173,329617,"2019"
1614,499002,317594,"2020"
1614,517377,306366,"2021"
1615,424485,289118,"2016"
1615,452460,301859,"2017"
1615,459544,315414,"2018"
1615,460731,285863,"2019"
1615,467564,263395,"2020"
1615,553326,309536,"2021"
1616,362060,218826,"2016"
1616,379121,218567,"2017"
1616,387064,233514,"2018"
1681,1.08772E+7,6.51924E+6,"2016"
1681,1.11926E+7,6.31853E+6,"2017"
1681,1.11507E+7,6.16938E+6,"2018"
1681,1.17743E+7,6.08589E+6,"2019"
1681,1.19834E+7,6.2005E+6,"2020"
1681,1.19834E+7,6.2005E+6,"2021"
1803,1.09049E+7,5.10584E+6,"2016"
1803,1.15245E+7,5.40205E+6,"2017"
1803,1.17002E+7,5.42805E+6,"2018"
1803,1.1819E+7,5.45719E+6,"2019"
1803,1.17887E+7,5.46915E+6,"2020"
1803,1.18608E+7,4.13194E+6,"2021"
1804,1.7453E+6,387428,"2016"
1804,1.91746E+6,437165,"2017"
1804,1.99204E+6,431584,"2018"
1804,2.05238E+6,427242,"2019"
1804,2.1412E+6,477237,"2020"
1804,2.20654E+6,126988,"2021"
1815,1.31834E+6,985054,"2016"
1815,1.35E+6,1.00136E+6,"2017"
1815,1.37706E+6,1.01806E+6,"2018"
1815,1.40353E+6,1.03627E+6,"2019"
1815,1.62628E+6,1.26569E+6,"2020"
1815,1.67253E+6,1.23315E+6,"2021"
1835,6.41251E+6,2.53647E+6,"2016"
1835,7.01368E+6,2.73956E+6,"2017"
1835,7.40397E+6,2.83354E+6,"2018"
1835,7.68175E+6,2.86594E+6,"2019"
1835,8.04639E+6,3.31621E+6,"2020"
1835,8.68459E+6,2.57292E+6,"2021"
1836,4.53562E+7,2.13599E+7,"2016"
1836,4.82444E+7,2.25116E+7,"2017"
1836,4.88217E+7,2.24068E+7,"2018"
1836,5.00731E+7,2.28341E+7,"2019"
1836,5.18442E+7,2.55518E+7,"2020"
1836,5.51316E+7,2.16413E+7,"2021"
1838,54128,10294.6,"2016"
1838,55061.1,8078.37,"2017"
1838,58792.7,8699.69,"2018"
1838,60135.9,7183.92,"2019"
1838,61765.1,6537.68,"2020"
1838,63069,-5800.32,"2021"
1843,1.08513E+7,337790,"2016"
1843,1.1635E+7,-9075.1,"2017"
1843,1.22334E+7,-2332.23,"2018"
1843,1.24622E+7,-10597.3,"2019"
1843,1.2293E+7,-4342.98,"2020"
1843,1.38664E+7,-765829,"2021"
1845,448253,62796,"2016"
1845,466915,-2487,"2017"
1845,478543,37369,"2018"
1845,496706,-20793,"2019"
1845,520106,-49650,"2020"
1845,556380,-79552,"2021"
1847,3.26145E+7,2.167E+6,"2016"
1847,3.38453E+7,968048,"2017"
1847,3.51775E+7,1.5555E+6,"2018"
1853,70670,12623,"2016"
1853,67981,9197,"2017"
1853,66127,8733,"2018"
1853,64946,11386,"2019"
1853,62749,15036,"2020"
1853,60051,5443,"2021"
1859,2.90954E+6,221318,"2016"
1859,3.0091E+6,40844.2,"2017"
1859,3.19818E+6,81608,"2018"
1859,3.37751E+6,122525,"2019"
1859,3.48933E+6,216801,"2020"
1859,3.63259E+6,-572238,"2021"
1875,4.42226E+7,1.9757E+7,"2016"
1875,4.82364E+7,2.18646E+7,"2017"
1875,4.79443E+7,2.0191E+7,"2018"
1875,5.73364E+7,2.99852E+7,"2019"
1875,6.59369E+7,3.79907E+7,"2020"
1875,4.41837E+7,1.05754E+7,"2021"
1877,1.71797E+8,3.77885E+7,"2016"
1877,1.79337E+8,3.19746E+7,"2017"
1877,2.09611E+8,5.50424E+7,"2018"
1877,2.09961E+8,5.19831E+7,"2019"
1877,2.18974E+8,5.3558E+7,"2020"
1877,2.27273E+8,2.54665E+7,"2021"
1890,4.2918E+6,939759,"2016"
1890,4.37784E+6,765584,"2017"
1890,5.54796E+6,2.26565E+6,"2018"
1890,5.65873E+6,2.00064E+6,"2019"
1890,6.20986E+6,2.5031E+6,"2020"
1890,5.09436E+6,1.00115E+6,"2021"
1891,8.45028E+6,6.29962E+6,"2016"
1891,4.49735E+6,2.394E+6,"2017"
1891,4.50167E+6,2.45976E+6,"2018"
1891,4.73196E+6,2.6741E+6,"2019"
1891,5.12237E+6,3.17867E+6,"2020"
1902,6.62129E+6,2.54083E+6,"2016"
1902,6.50812E+6,2.05094E+6,"2017"
1902,6.74544E+6,1.25882E+6,"2018"
1902,6.92055E+6,1.2459E+6,"2019"
1902,7.08396E+6,1.51148E+6,"2020"
1902,7.34384E+6,206586,"2021"
1903,4.62965E+6,899984,"2016"
1903,4.67368E+6,648591,"2017"
1903,4.81505E+6,644700,"2018"
1903,4.92881E+6,691117,"2019"
1903,5.08471E+6,981781,"2020"
1903,4.96576E+6,-291003,"2021"
1904,5.03439E+6,2.63437E+6,"2016"
1904,4.95951E+6,2.35685E+6,"2017"
1904,5.11336E+6,2.1245E+6,"2018"
1904,5.23613E+6,2.13513E+6,"2019"
1904,5.33286E+6,2.45108E+6,"2020"
1904,5.44006E+6,1.57298E+6,"2021"
1915,3.59138E+6,1.29169E+6,"2016"
1915,3.79782E+6,1.14739E+6,"2017"
1915,3.98956E+6,1.52818E+6,"2018"
1915,4.48788E+6,1.55985E+6,"2019"
1915,4.70122E+6,1.50167E+6,"2020"
1915,5.03204E+6,1.4669E+6,"2021"
1916,977723,148113,"2016"
1916,1.0388E+6,85002.6,"2017"
1916,1.10722E+6,198103,"2018"
1916,1.15602E+6,126132,"2019"
1916,1.23243E+6,70406.9,"2020"
1916,1.31538E+6,11832.3,"2021"
1917,1.10619E+6,420169,"2016"
1917,1.18959E+6,420116,"2017"
1917,1.90495E+6,1.18643E+6,"2018"
1917,2.17517E+6,1.31733E+6,"2019"
1917,1.54415E+6,605927,"2020"
1917,1.62519E+6,544453,"2021"
1933,2.65018E+7,3.88304E+6,"2016"
1933,2.80886E+7,2.88349E+6,"2017"
1933,2.91229E+7,4.45689E+6,"2018"
1933,3.03518E+7,2.71589E+6,"2019"
1933,3.17639E+7,1.28579E+6,"2020"
1933,3.35668E+7,-1.50174E+6,"2021"
1935,3.79488E+6,618335,"2016"
1935,4.0852E+6,508686,"2017"
1935,4.25825E+6,730178,"2018"
1935,4.46042E+6,476229,"2019"
1935,4.69418E+6,271667,"2020"
1935,4.92553E+6,-179859,"2021"
1942,2.27159E+6,661938,"2016"
1942,2.42878E+6,680337,"2017"
1942,2.60856E+6,767059,"2018"
1942,2.75081E+6,841341,"2019"
1942,3.07025E+6,1.11119E+6,"2020"
1942,3.25505E+6,829828,"2021"
1943,2.93042E+6,1.30952E+6,"2016"
1943,3.22096E+6,1.4824E+6,"2017"
1943,3.34308E+6,1.51071E+6,"2018"
1943,3.46511E+6,1.56062E+6,"2019"
1943,3.90262E+6,1.95113E+6,"2020"
1943,4.11828E+6,1.69549E+6,"2021"
1944,675711,128696,"2016"
1944,740666,121156,"2017"
1944,808525,140676,"2018"
1944,882958,173492,"2019"
1944,993027,252974,"2020"
1944,1.07322E+6,147184,"2021"
1945,229880,68164.4,"2016"
1945,245943,89153.9,"2017"
1945,264696,75686,"2018"
1945,274171,79457.9,"2019"
1945,278151,83437.7,"2020"
1945,293171,98583,"2021"
1952,8.7958E+7,2.40038E+7,"2016"
1952,9.05989E+7,2.04393E+7,"2017"
1952,9.31231E+7,1.93685E+7,"2018"
1952,9.92999E+7,2.2428E+7,"2019"
1952,1.02466E+8,2.60127E+7,"2020"
1952,1.0743E+8,1.21418E+7,"2021"
1959,1.94046E+6,441754,"2016"
1959,2.03369E+6,388426,"2017"
1959,2.12585E+6,365947,"2018"
1959,2.20943E+6,395697,"2019"
1959,2.29406E+6,531954,"2020"
1959,2.44219E+6,277163,"2021"
1960,2.9371E+6,829513,"2016"
1960,3.09431E+6,790028,"2017"
1960,3.23844E+6,792156,"2018"
1960,3.40634E+6,884899,"2019"
1960,3.54396E+6,950573,"2020"
1960,3.71021E+6,438056,"2021"
1961,5.11642E+6,1.52634E+6,"2016"
1961,5.36773E+6,1.61835E+6,"2017"
1961,5.59122E+6,1.6503E+6,"2018"
1961,5.79168E+6,1.69004E+6,"2019"
1961,5.96107E+6,1.819E+6,"2020"
1961,6.32981E+6,1.18358E+6,"2021"
1962,1.56052E+6,290128,"2016"
1962,1.64067E+6,274825,"2017"
1962,1.71329E+6,277372,"2018"
1962,1.78042E+6,296742,"2019"
1962,1.85159E+6,451022,"2020"
1962,2.00474E+6,196549,"2021"
1979,4.87081E+6,656767,"2016"
1979,5.35704E+6,493475,"2017"
1979,5.7196E+6,299062,"2018"
1979,6.35284E+6,234498,"2019"
1979,7.04338E+6,531964,"2020"
1979,7.58624E+6,-1.0737E+6,"2021"
1981,3.55175E+7,5.03492E+6,"2016"
1981,3.84753E+7,3.47452E+6,"2017"
1981,4.03927E+7,1.70741E+6,"2018"
1981,4.35032E+7,971340,"2019"
1981,4.60305E+7,1.27894E+6,"2020"
1981,4.90957E+7,-9.96161E+6,"2021"
1985,1.21722E+7,1.3733E+6,"2016"
1985,1.34465E+7,922943,"2017"
1985,1.44227E+7,450114,"2018"
1985,1.65452E+7,602534,"2019"
1985,1.8559E+7,1.53598E+6,"2020"
1985,2.00327E+7,-2.74881E+6,"2021"
1987,9.62899E+6,-581630,"2016"
1987,1.03885E+7,-1.38768E+6,"2017"
1987,1.09753E+7,-2.03022E+6,"2018"
1987,1.19218E+7,-2.31669E+6,"2019"
1987,1.28864E+7,-2.03985E+6,"2020"
1987,1.38283E+7,-5.80841E+6,"2021"
1996,3.79355E+6,1.30505E+6,"2016"
1996,3.96004E+6,1.10717E+6,"2017"
1996,4.23668E+6,1.51924E+6,"2018"
1996,4.4067E+6,1.25684E+6,"2019"
1996,4.62047E+6,979014,"2020"
1996,4.9634E+6,828623,"2021"
2006,1.06529E+7,4.10983E+6,"2016"
2006,1.07454E+7,3.45497E+6,"2017"
2006,1.08429E+7,3.12226E+6,"2018"
2006,1.08739E+7,2.97517E+6,"2019"
2006,1.10653E+7,3.22094E+6,"2020"
2006,1.14776E+7,1.56278E+6,"2021"
2013,6.61659E+6,919118,"2016"
2013,6.81674E+6,431645,"2017"
2013,7.02781E+6,258252,"2018"
2013,7.14047E+6,215013,"2019"
2013,7.43192E+6,528671,"2020"
2013,7.92795E+6,-877936,"2021"
2024,201523,186537,"2016"
2024,190447,172730,"2017"
2024,191791,171729,"2018"
2024,218421,196187,"2019"
2024,227357,201353,"2020"
2024,219423,186010,"2021"
2063,9.34043E+7,824200,"2016"
2063,1.01427E+8,-2.9691E+6,"2017"
2063,1.00295E+8,3.5577E+6,"2018"
2063,1.08868E+8,3.2245E+6,"2019"
2063,1.18723E+8,6.24313E+6,"2020"
2064,2.25631E+6,584626,"2016"
2064,2.30785E+6,521440,"2017"
2064,2.29306E+6,674844,"2018"
2064,2.32034E+6,581707,"2019"
2064,2.30525E+6,512334,"2020"
2064,2.30122E+6,330850,"2021"
2066,5.31276E+6,426094,"2016"
2066,5.75907E+6,362544,"2017"
2066,6.28976E+6,1.33888E+6,"2018"
2066,6.55065E+6,993574,"2019"
2066,6.74235E+6,1.09262E+6,"2020"
2066,6.88109E+6,449735,"2021"
2067,9.096E+6,2.4175E+6,"2016"
2067,9.63787E+6,2.27934E+6,"2017"
2067,9.87666E+6,3.04529E+6,"2018"
2067,1.01405E+7,2.34993E+6,"2019"
2067,1.04676E+7,2.17336E+6,"2020"
2067,1.09146E+7,1.52472E+6,"2021"
3215,2.3232E+7,1.28332E+7,"2016"
3215,2.3651E+7,1.25813E+7,"2017"
3215,2.01465E+7,1.09828E+7,"2018"
3215,2.03696E+7,1.04864E+7,"2019"
3215,2.0372E+7,1.03855E+7,"2020"
3215,2.18559E+7,8.79364E+6,"2021"
3228,247947,65154.8,"2016"
3228,251812,54079,"2017"
3228,256990,73592.4,"2018"
3228,267903,61189,"2019"
3228,270619,43864,"2020"
3228,286882,42237.4,"2021"
4063742,2.88974E+6,531331,"2016"
4063742,3.01666E+6,409437,"2017"
4063742,3.08986E+6,273677,"2018"
4063742,3.25882E+6,305600,"2019"
4063742,3.40974E+6,397313,"2020"
4063742,3.71902E+6,-32136.2,"2021"
4063743,2.2138E+6,1.35375E+6,"2016"
4063743,2.16374E+6,1.23975E+6,"2017"
4063743,2.14992E+6,1.1831E+6,"2018"
4063743,2.60936E+6,1.66573E+6,"2019"
4063743,2.86246E+6,1.91513E+6,"2020"
4063743,2.9984E+6,1.88235E+6,"2021"
4063748,545797,37126.6,"2016"
4063748,583454,41705.9,"2017"
4063748,604308,34136.8,"2018"
4063752,631716,506289,"2016"
4063752,618589,494713,"2017"
4063752,590136,450740,"2018"
4063752,524525,369413,"2019"
4063752,515220,346224,"2020"
4063752,506668,324860,"2021"
